Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Ocupación;Sexo;Periodo;Total
Total Nacional;;;77 Trabajadores de la industria de la alimentación, bebidas y tabaco;Mujeres;2022;73.794
Total Nacional;;;77 Trabajadores de la industria de la alimentación, bebidas y tabaco;Mujeres;2021;74.760
Total Nacional;;;78 Trabajadores de la madera, textil, confección, piel, cuero, calzado y otros operarios en oficios;Total;2022;130.987
Total Nacional;;;78 Trabajadores de la madera, textil, confección, piel, cuero, calzado y otros operarios en oficios;Total;2021;131.558
Total Nacional;;;78 Trabajadores de la madera, textil, confección, piel, cuero, calzado y otros operarios en oficios;Hombres;2022;94.085
Total Nacional;;;78 Trabajadores de la madera, textil, confección, piel, cuero, calzado y otros operarios en oficios;Hombres;2021;94.360
Total Nacional;;;78 Trabajadores de la madera, textil, confección, piel, cuero, calzado y otros operarios en oficios;Mujeres;2022;36.902
Total Nacional;;;78 Trabajadores de la madera, textil, confección, piel, cuero, calzado y otros operarios en oficios;Mujeres;2021;37.198
Total Nacional;;;81 Operadores de instalaciones y maquinaria fijas;Total;2022;280.079
Total Nacional;;;81 Operadores de instalaciones y maquinaria fijas;Total;2021;267.675
Total Nacional;;;81 Operadores de instalaciones y maquinaria fijas;Hombres;2022;207.128
Total Nacional;;;81 Operadores de instalaciones y maquinaria fijas;Hombres;2021;200.265
Total Nacional;;;81 Operadores de instalaciones y maquinaria fijas;Mujeres;2022;72.951
Total Nacional;;;81 Operadores de instalaciones y maquinaria fijas;Mujeres;2021;67.410
Total Nacional;;;82 Montadores y ensambladores en fábricas;Total;2022;63.285
Total Nacional;;;82 Montadores y ensambladores en fábricas;Total;2021;63.789
Total Nacional;;;82 Montadores y ensambladores en fábricas;Hombres;2022;51.865
Total Nacional;;;82 Montadores y ensambladores en fábricas;Hombres;2021;51.989
Total Nacional;;;82 Montadores y ensambladores en fábricas;Mujeres;2022;11.420
Total Nacional;;;82 Montadores y ensambladores en fábricas;Mujeres;2021;11.800
Total Nacional;;;83 Maquinistas de locomotoras, operadores de maquinaria agrícola y de equipos pesados móviles, y marineros;Total;2022;123.500
Total Nacional;;;83 Maquinistas de locomotoras, operadores de maquinaria agrícola y de equipos pesados móviles, y marineros;Total;2021;122.920
Total Nacional;;;83 Maquinistas de locomotoras, operadores de maquinaria agrícola y de equipos pesados móviles, y marineros;Hombres;2022;115.584
Total Nacional;;;83 Maquinistas de locomotoras, operadores de maquinaria agrícola y de equipos pesados móviles, y marineros;Hombres;2021;115.558
Total Nacional;;;83 Maquinistas de locomotoras, operadores de maquinaria agrícola y de equipos pesados móviles, y marineros;Mujeres;2022;7.916
Total Nacional;;;83 Maquinistas de locomotoras, operadores de maquinaria agrícola y de equipos pesados móviles, y marineros;Mujeres;2021;7.362
Total Nacional;;;84 Conductores de vehículos para el transporte urbano o por carretera;Total;2022;699.950
Total Nacional;;;84 Conductores de vehículos para el transporte urbano o por carretera;Total;2021;685.732
Total Nacional;;;84 Conductores de vehículos para el transporte urbano o por carretera;Hombres;2022;648.977
Total Nacional;;;84 Conductores de vehículos para el transporte urbano o por carretera;Hombres;2021;635.860
Total Nacional;;;84 Conductores de vehículos para el transporte urbano o por carretera;Mujeres;2022;50.973
Total Nacional;;;84 Conductores de vehículos para el transporte urbano o por carretera;Mujeres;2021;49.872
Total Nacional;;;91 Empleados domésticos;Total;2022;336.531
Total Nacional;;;91 Empleados domésticos;Total;2021;348.590
Total Nacional;;;91 Empleados domésticos;Hombres;2022;14.584
Total Nacional;;;91 Empleados domésticos;Hombres;2021;15.464
Total Nacional;;;91 Empleados domésticos;Mujeres;2022;321.947
Total Nacional;;;91 Empleados domésticos;Mujeres;2021;333.126
Total Nacional;;;92 Otro personal de limpieza;Total;2022;726.112
Total Nacional;;;92 Otro personal de limpieza;Total;2021;733.809
Total Nacional;;;92 Otro personal de limpieza;Hombres;2022;157.231
Total Nacional;;;92 Otro personal de limpieza;Hombres;2021;157.998
Total Nacional;;;92 Otro personal de limpieza;Mujeres;2022;568.881
Total Nacional;;;92 Otro personal de limpieza;Mujeres;2021;575.811
Total Nacional;;;93 Ayudantes de preparación de alimentos;Total;2022;100.609
Total Nacional;;;93 Ayudantes de preparación de alimentos;Total;2021;96.930
Total Nacional;;;93 Ayudantes de preparación de alimentos;Hombres;2022;41.972
Total Nacional;;;93 Ayudantes de preparación de alimentos;Hombres;2021;41.060
Total Nacional;;;93 Ayudantes de preparación de alimentos;Mujeres;2022;58.637
Total Nacional;;;93 Ayudantes de preparación de alimentos;Mujeres;2021;55.870
Total Nacional;;;94 Recogedores de residuos urbanos, vendedores callejeros y otras ocupaciones elementales en servicios;Total;2022;187.290
Total Nacional;;;94 Recogedores de residuos urbanos, vendedores callejeros y otras ocupaciones elementales en servicios;Total;2021;187.680
Total Nacional;;;94 Recogedores de residuos urbanos, vendedores callejeros y otras ocupaciones elementales en servicios;Hombres;2022;135.371
Total Nacional;;;94 Recogedores de residuos urbanos, vendedores callejeros y otras ocupaciones elementales en servicios;Hombres;2021;135.471
Total Nacional;;;94 Recogedores de residuos urbanos, vendedores callejeros y otras ocupaciones elementales en servicios;Mujeres;2022;51.919
Total Nacional;;;94 Recogedores de residuos urbanos, vendedores callejeros y otras ocupaciones elementales en servicios;Mujeres;2021;52.209
Total Nacional;;;95 Peones agrarios, forestales y de la pesca;Total;2022;438.840
Total Nacional;;;95 Peones agrarios, forestales y de la pesca;Total;2021;476.475
Total Nacional;;;95 Peones agrarios, forestales y de la pesca;Hombres;2022;315.170
Total Nacional;;;95 Peones agrarios, forestales y de la pesca;Hombres;2021;344.344
Total Nacional;;;95 Peones agrarios, forestales y de la pesca;Mujeres;2022;123.670
Total Nacional;;;95 Peones agrarios, forestales y de la pesca;Mujeres;2021;132.131
Total Nacional;;;96 Peones de la construcción y de la minería;Total;2022;105.397
Total Nacional;;;96 Peones de la construcción y de la minería;Total;2021;88.046
Total Nacional;;;96 Peones de la construcción y de la minería;Hombres;2022;99.578
Total Nacional;;;96 Peones de la construcción y de la minería;Hombres;2021;81.829
Total Nacional;;;96 Peones de la construcción y de la minería;Mujeres;2022;5.819
Total Nacional;;;96 Peones de la construcción y de la minería;Mujeres;2021;6.217
Total Nacional;;;97 Peones de las industrias manufactureras;Total;2022;385.041
Total Nacional;;;97 Peones de las industrias manufactureras;Total;2021;376.350
Total Nacional;;;97 Peones de las industrias manufactureras;Hombres;2022;249.508
Total Nacional;;;97 Peones de las industrias manufactureras;Hombres;2021;244.593
Total Nacional;;;97 Peones de las industrias manufactureras;Mujeres;2022;135.533
Total Nacional;;;97 Peones de las industrias manufactureras;Mujeres;2021;131.757
Total Nacional;;;98 Peones del transporte, descargadores y reponedores;Total;2022;255.207
Total Nacional;;;98 Peones del transporte, descargadores y reponedores;Total;2021;285.366
Total Nacional;;;98 Peones del transporte, descargadores y reponedores;Hombres;2022;201.224
Total Nacional;;;98 Peones del transporte, descargadores y reponedores;Hombres;2021;224.508
Total Nacional;;;98 Peones del transporte, descargadores y reponedores;Mujeres;2022;53.983
Total Nacional;;;98 Peones del transporte, descargadores y reponedores;Mujeres;2021;60.858
Total Nacional;;;No consta;Total;2022;993.486
Total Nacional;;;No consta;Total;2021;619.225
Total Nacional;;;No consta;Hombres;2022;561.587
Total Nacional;;;No consta;Hombres;2021;365.637
Total Nacional;;;No consta;Mujeres;2022;431.899
Total Nacional;;;No consta;Mujeres;2021;253.588
Total Nacional;01 Andalucía;;Total;Total;2022;3.185.945
Total Nacional;01 Andalucía;;Total;Total;2021;3.049.792
Total Nacional;01 Andalucía;;Total;Hombres;2022;1.753.264
Total Nacional;01 Andalucía;;Total;Hombres;2021;1.693.630
Total Nacional;01 Andalucía;;Total;Mujeres;2022;1.432.681
Total Nacional;01 Andalucía;;Total;Mujeres;2021;1.356.162
Total Nacional;01 Andalucía;;11 Miembros del poder ejecutivo y de los cuerpos legislativos, directivos de la Administración Pública y organizaciones de interés social, directores ejecutivos;Total;2022;5.648
Total Nacional;01 Andalucía;;11 Miembros del poder ejecutivo y de los cuerpos legislativos, directivos de la Administración Pública y organizaciones de interés social, directores ejecutivos;Total;2021;6.275
Total Nacional;01 Andalucía;;11 Miembros del poder ejecutivo y de los cuerpos legislativos, directivos de la Administración Pública y organizaciones de interés social, directores ejecutivos;Hombres;2022;3.851
Total Nacional;01 Andalucía;;11 Miembros del poder ejecutivo y de los cuerpos legislativos, directivos de la Administración Pública y organizaciones de interés social, directores ejecutivos;Hombres;2021;4.217
Total Nacional;01 Andalucía;;11 Miembros del poder ejecutivo y de los cuerpos legislativos, directivos de la Administración Pública y organizaciones de interés social, directores ejecutivos;Mujeres;2022;1.797
Total Nacional;01 Andalucía;;11 Miembros del poder ejecutivo y de los cuerpos legislativos, directivos de la Administración Pública y organizaciones de interés social, directores ejecutivos;Mujeres;2021;2.058
Total Nacional;01 Andalucía;;12 Directores de departamentos administrativos y comerciales;Total;2022;24.686
Total Nacional;01 Andalucía;;12 Directores de departamentos administrativos y comerciales;Total;2021;23.307
Total Nacional;01 Andalucía;;12 Directores de departamentos administrativos y comerciales;Hombres;2022;16.098
Total Nacional;01 Andalucía;;12 Directores de departamentos administrativos y comerciales;Hombres;2021;15.432
Total Nacional;01 Andalucía;;12 Directores de departamentos administrativos y comerciales;Mujeres;2022;8.588
Total Nacional;01 Andalucía;;12 Directores de departamentos administrativos y comerciales;Mujeres;2021;7.875
Total Nacional;01 Andalucía;;13 Directores de producción y operaciones;Total;2022;26.672
Total Nacional;01 Andalucía;;13 Directores de producción y operaciones;Total;2021;26.701
Total Nacional;01 Andalucía;;13 Directores de producción y operaciones;Hombres;2022;19.942
Total Nacional;01 Andalucía;;13 Directores de producción y operaciones;Hombres;2021;19.921
Total Nacional;01 Andalucía;;13 Directores de producción y operaciones;Mujeres;2022;6.730
Total Nacional;01 Andalucía;;13 Directores de producción y operaciones;Mujeres;2021;6.780
Total Nacional;01 Andalucía;;14 Directores y gerentes de empresas de alojamiento, restauración y comercio;Total;2022;23.275
Total Nacional;01 Andalucía;;14 Directores y gerentes de empresas de alojamiento, restauración y comercio;Total;2021;23.366
Total Nacional;01 Andalucía;;14 Directores y gerentes de empresas de alojamiento, restauración y comercio;Hombres;2022;15.749
Total Nacional;01 Andalucía;;14 Directores y gerentes de empresas de alojamiento, restauración y comercio;Hombres;2021;15.903
Total Nacional;01 Andalucía;;14 Directores y gerentes de empresas de alojamiento, restauración y comercio;Mujeres;2022;7.526
Total Nacional;01 Andalucía;;14 Directores y gerentes de empresas de alojamiento, restauración y comercio;Mujeres;2021;7.463
Total Nacional;01 Andalucía;;15 Directores y gerentes de otras empresas de servicios no clasificados bajo otros epígrafes;Total;2022;15.677
Total Nacional;01 Andalucía;;15 Directores y gerentes de otras empresas de servicios no clasificados bajo otros epígrafes;Total;2021;16.016
Total Nacional;01 Andalucía;;15 Directores y gerentes de otras empresas de servicios no clasificados bajo otros epígrafes;Hombres;2022;9.870
Total Nacional;01 Andalucía;;15 Directores y gerentes de otras empresas de servicios no clasificados bajo otros epígrafes;Hombres;2021;10.233
Total Nacional;01 Andalucía;;15 Directores y gerentes de otras empresas de servicios no clasificados bajo otros epígrafes;Mujeres;2022;5.807
Total Nacional;01 Andalucía;;15 Directores y gerentes de otras empresas de servicios no clasificados bajo otros epígrafes;Mujeres;2021;5.783
Total Nacional;01 Andalucía;;21 Profesionales de la salud;Total;2022;124.957
Total Nacional;01 Andalucía;;21 Profesionales de la salud;Total;2021;119.445
Total Nacional;01 Andalucía;;21 Profesionales de la salud;Hombres;2022;39.261
Total Nacional;01 Andalucía;;21 Profesionales de la salud;Hombres;2021;37.031
Total Nacional;01 Andalucía;;21 Profesionales de la salud;Mujeres;2022;85.696
Total Nacional;01 Andalucía;;21 Profesionales de la salud;Mujeres;2021;82.414
Total Nacional;01 Andalucía;;22 Profesionales de la enseñanza infantil, primaria, secundaria y postsecundaria;Total;2022;174.023
Total Nacional;01 Andalucía;;22 Profesionales de la enseñanza infantil, primaria, secundaria y postsecundaria;Total;2021;158.624
Total Nacional;01 Andalucía;;22 Profesionales de la enseñanza infantil, primaria, secundaria y postsecundaria;Hombres;2022;61.128
Total Nacional;01 Andalucía;;22 Profesionales de la enseñanza infantil, primaria, secundaria y postsecundaria;Hombres;2021;55.051
Total Nacional;01 Andalucía;;22 Profesionales de la enseñanza infantil, primaria, secundaria y postsecundaria;Mujeres;2022;112.895
Total Nacional;01 Andalucía;;22 Profesionales de la enseñanza infantil, primaria, secundaria y postsecundaria;Mujeres;2021;103.573
